($million),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Period,ABN,Institution Name, Cash and deposits with financial institutions , Trading securities , Investment securities , Net acceptances of customers , Total residents assets , Total securitised assets on balance sheet , Loans to non-financial businesses , Loans to financial institutions , Loans to general government , Loans to households: Housing: Owner-occupied , Loans to households: Housing: Investment , Loans to households: Credit cards , Loans to households: Other , Loans to community service organisations , Total residents loans and finance leases , Intra-group loans and finance leases , Acceptances , Intra-group deposits , Negotiable Certificates of Deposit , Total short-term borrowings , Total long-term borrowings , Deposits by non-financial businesses , Deposits by financial institutions , Deposits by general government , Deposits by households , Deposits by community service organisations , Total residents deposits ,,
31/08/2022,93087650726,Australian Mutual Bank Ltd,130,0,365,0,"2,275",495,26,0,0,902,286,7,34,1,"1,256",0,0,0,0,0,24,71,40,0,"1,408",32,"1,551",,
31/08/2022,14087822491,Australian Settlements Limited,346,0,133,0,493,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,2,467,0,0,0,469,,
31/08/2022,30087652079,Australian Unity Bank Limited,48,0,210,0,"1,600",225,35,54,0,743,287,4,7,0,"1,130",0,0,16,0,0,0,52,141,170,856,27,"1,246",,
31/08/2022,40087652060,Auswide Bank Ltd,200,0,311,0,"5,586","1,328",123,0,0,"2,883",832,1,26,0,"3,864",1,0,0,389,389,242,725,212,143,"1,959",85,"3,124",,
31/08/2022,32087652088,B&E Ltd,89,0,137,0,"1,870",229,34,0,0,888,203,3,16,0,"1,144",228,0,0,110,110,5,58,73,14,954,24,"1,123",,
31/08/2022,21087651607,Bank Australia Limited,221,423,"1,428",0,"11,490","1,690",249,23,0,"5,696","1,280",19,168,58,"7,493",0,0,16,316,316,404,533,112,4,"6,585",235,"7,470",,
31/08/2022,51064874531,"Bank of America, National Association","2,499",-519,"3,270",0,"24,620",0,"3,820","12,474",0,0,0,0,0,0,"16,294",0,0,"1,412",0,0,0,"2,972","1,589",0,0,2,"4,562",,
31/08/2022,48125314249,Bank of Baroda,174,0,0,0,788,0,612,0,0,0,0,0,0,0,612,0,0,0,0,0,0,9,64,0,4,0,77,,
31/08/2022,28110077622,Bank of China (Australia) Limited,120,172,668,0,"6,215",357,22,60,0,"3,709","1,386",1,1,0,"5,180",27,0,0,399,36,400,15,8,0,"3,180",0,"3,203",,
31/08/2022,29002979955,Bank of China Limited,"1,479",960,"3,540",0,"26,963",0,"17,733","1,658",8,0,0,0,0,0,"19,399","1,425",0,2,"3,175","4,529","3,963","11,152","4,450",235,0,0,"15,837",,
31/08/2022,74137909963,"Bank of Communications Co., Ltd.",5,0,"6,285",0,"8,126",0,"3,720","1,051",0,0,0,0,0,0,"4,771",0,0,0,180,"2,602","4,259",108,1,0,0,0,109,,
31/08/2022,32009656740,Bank of Queensland Limited,"1,606",0,"13,314",0,"114,545","23,606","12,331","1,495",0,"41,165","19,204",179,561,18,"74,952","9,134",0,255,"5,338","5,793","8,171","13,015","14,746","4,115","31,465","1,486","64,827",,
31/08/2022,44093488629,Bank of Sydney Ltd,79,0,465,0,"3,340",672,696,22,0,828,405,1,17,57,"2,025",0,0,0,0,0,0,600,218,26,"1,110",58,"2,012",,
31/08/2022,71608940718,Bank of Taiwan,2,0,216,0,545,0,257,68,0,0,0,0,0,0,325,0,0,0,0,49,0,18,0,0,0,0,18,,
31/08/2022,95644502170,Barclays Bank PLC,3,0,0,0,186,0,182,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,,
31/08/2022,11068049178,Bendigo and Adelaide Bank Limited,"4,367",31,"9,176",0,"109,604","15,900","14,289","1,908",46,"41,372","16,080",283,"1,782",16,"75,776","3,075",0,56,"6,874","6,817","4,563","18,366","6,314","2,353","41,415",212,"68,659",,
31/08/2022,15087651143,Beyond Bank Australia Limited,221,0,"1,054",0,"9,902","2,193",226,44,0,"4,885","1,140",16,545,3,"6,858",0,0,0,45,556,446,681,165,8,"5,424",247,"6,524",,
31/08/2022,63087651849,BNK Banking Corporation Limited,182,0,203,0,"1,515",0,12,25,0,723,338,0,1,0,"1,100",,0,,,0,24,494,38,0,535,1,"1,068",,
31/08/2022,23000000117,BNP Paribas,"3,495",148,"2,718",0,"15,882",0,"6,336",652,0,0,0,0,0,0,"6,988",132,0,"3,250",424,531,0,"6,223",152,125,0,0,"6,500",,
31/08/2022,87149440291,BNP Paribas Securities Services,"2,444",0,"1,015",0,"14,062",0,0,685,0,0,0,0,0,0,685,"6,206",0,42,0,0,0,2,"14,069",0,0,0,"14,071",,
31/08/2022,33608235847,Canadian Imperial Bank of Commerce,522,0,"1,532",0,"6,033",0,"3,961",0,0,0,0,0,0,0,"3,961",0,0,0,"5,059","5,004","4,555",50,100,29,0,0,179,,
31/08/2022,67087649885,Central West Credit Union Limited,29,0,70,0,249,0,7,0,0,105,28,0,9,0,148,,0,,,0,0,9,0,0,211,5,226,,
31/08/2022,54087651750,Challenger Bank Limited,48,0,271,0,460,0,41,0,0,74,13,0,1,0,128,,0,,,0,0,12,14,0,242,0,268,,
31/08/2022,24125167553,China Construction Bank Corporation,444,0,"1,824",0,"6,297",0,"4,055",438,0,0,0,0,0,0,"4,493",0,0,0,60,"3,375","1,206",685,12,22,13,0,732,,
31/08/2022,69322403457,"China Everbright Bank Co., Ltd",59,0,"3,526",0,"5,381",0,"1,750",106,0,0,0,0,0,35,"1,891",0,0,0,451,"1,824",300,643,0,0,0,0,643,,
31/08/2022,96609857383,"China Merchants Bank Co., Ltd",7,0,199,0,522,0,285,60,0,0,0,0,0,0,344,0,0,0,0,451,579,4,0,0,2,0,6,,
31/08/2022,34072814058,"Citibank, N.A.","11,082",49,"5,184",2,"24,835",0,"3,572","2,145",81,0,0,0,0,0,"5,798",5,2,"4,173",0,0,750,"5,911","8,621",6,0,0,"14,539",,
31/08/2022,88087649910,Coastline Credit Union Limited,48,0,84,0,797,0,68,1,0,439,126,2,22,0,658,,0,,,0,0,2,91,16,605,21,734,,
31/08/2022,48123123124,Commonwealth Bank of Australia,"103,355","5,672","67,843",0,"1,166,224","204,249","165,028","19,782","24,009","348,411","174,033","7,925","14,010",770,"753,968","45,431",0,"2,331","29,882","42,582","98,854","180,107","103,851","53,971","356,432","8,739","703,100",,
31/08/2022,80087649938,Community First Credit Union Limited,45,0,205,0,"1,650",162,9,0,0,722,197,19,66,0,"1,014",,0,,,0,0,104,38,1,976,11,"1,128",,
31/08/2022,70003917655,Cooperatieve Rabobank U.A.,235,192,346,0,"18,456",0,"6,052",0,0,0,0,0,0,116,"6,168",0,0,170,"2,252","5,771","3,632",4,135,0,0,0,140,,
31/08/2022,80654071075,Credit Agricole Corporate and Investment Bank,6,0,389,0,"5,539",0,"5,116",0,0,0,0,0,0,0,"5,116",0,0,0,0,0,0,0,0,0,0,0,0,,
31/08/2022,17061700712,Credit Suisse AG,152,0,"1,220",0,"6,659",0,"3,347",263,0,66,67,0,"1,003",30,"4,775",636,0,211,50,"5,890","1,900","4,283",366,0,276,0,"4,925",,
31/08/2022,44087650959,Credit Union Australia Ltd,600,0,"2,130",0,"21,186","5,132",100,0,0,"11,642","2,787",39,307,0,"14,874",,0,,,346,500,463,"1,045",16,"11,242",21,"12,787",,
31/08/2022,36087651232,Credit Union SA Ltd,141,0,146,0,"1,531",280,16,0,0,910,260,8,41,0,"1,235",,0,,,49,0,60,31,0,"1,200",14,"1,305",,
31/08/2022,95087822455,Cuscal Limited,"1,215",0,"1,618",0,"2,978",0,0,6,0,0,0,0,0,0,6,,0,,,6,0,753,"1,834",0,0,0,"2,588",,
31/08/2022,46601105373,DBS Bank Ltd,308,0,"3,554",0,"10,706",0,"6,593",350,0,0,0,0,0,0,"6,943",0,0,0,"3,306","3,507","1,400",115,507,0,0,0,622,,
31/08/2022,57087651385,Defence Bank Limited,62,0,450,0,"3,909",969,0,0,0,"2,038",494,10,147,0,"2,688",0,0,0,197,197,15,62,167,169,"1,889",69,"2,356",,
31/08/2022,13064165162,Deutsche Bank Aktiengesellschaft,"1,218",80,"3,264",0,"11,498",0,"1,178","1,716",0,0,0,0,0,0,"2,894","2,951",0,"1,006",285,285,417,12,22,0,0,0,34,,
31/08/2022,59087651394,Dnister Ukrainian Credit Co-operative Limited,8,0,40,0,232,0,19,0,0,90,56,0,3,0,169,,0,,,0,3,0,12,0,189,0,201,,
31/08/2022,60606234879,"E.SUN Commercial Bank, Ltd.",14,0,"1,001",0,"2,793",0,"1,647",168,0,0,0,0,0,0,"1,815",0,0,0,150,216,0,47,0,0,23,0,70,,
31/08/2022,15126292608,First Commercial Bank,9,0,427,0,"2,846",0,"2,292",121,0,0,0,0,0,0,"2,413",0,0,0,353,"1,316",0,296,0,0,8,0,304,,
31/08/2022,95087650735,First Option Bank Ltd,23,0,25,0,268,0,3,0,0,162,50,1,2,0,219,,0,,,7,4,20,0,0,218,0,238,,
31/08/2022,72087650637,G&C Mutual Bank Limited,97,0,308,0,"1,803",287,145,0,0,711,205,5,34,0,"1,099",0,0,0,178,178,0,63,192,0,851,13,"1,120",,
31/08/2022,47087650093,Gateway Bank Ltd,33,0,212,0,"1,544",337,30,22,0,783,126,0,117,0,"1,078",0,0,0,0,0,0,27,197,0,802,0,"1,026",,
31/08/2022,87087651509,Goulburn Murray Credit Union Co-operative Limited,46,0,154,0,535,0,31,1,0,233,56,0,5,0,326,,0,,,0,0,54,12,3,392,15,476,,
31/08/2022,88087651956,Greater Bank Limited,112,0,"2,604",0,"10,128","2,074",71,0,0,"4,008","1,134",21,110,0,"5,344",0,0,5,0,0,0,521,228,23,"6,232",97,"7,102",,
31/08/2022,32087652024,Heritage Bank Limited,209,0,"2,344",0,"14,263","2,543",352,58,0,"6,164","2,043",60,124,0,"8,800",283,0,0,247,557,692,"1,391",496,5,"7,512",91,"9,494",,
31/08/2022,66087650173,Horizon Credit Union Ltd,32,0,96,0,655,0,22,0,0,356,128,2,12,0,520,,0,,,0,7,52,0,0,532,13,597,,
31/08/2022,48006434162,HSBC Bank Australia Limited,"3,672",0,"10,786",24,"59,271","10,699","3,481",135,0,"19,815","7,799",514,319,0,"32,061",0,24,220,0,0,40,"13,076","3,797",28,"14,726",16,"31,643",,
31/08/2022,54138221637,"Hua Nan Commercial Bank, Ltd.",44,0,317,0,"1,276",0,787,122,0,0,0,0,0,0,908,0,0,0,134,172,0,1,0,0,0,0,1,,
31/08/2022,85051868556,Hume Bank Limited,157,0,262,0,"1,915",261,64,11,0,893,232,6,13,1,"1,219",0,0,0,0,0,15,193,63,16,"1,196",61,"1,528",,
31/08/2022,14087650771,Illawarra Credit Union Limited,40,0,123,0,"1,045",78,19,0,0,617,229,0,4,0,869,,0,,,0,10,69,145,17,667,0,899,,
31/08/2022,92087651974,IMB Ltd,146,0,"1,176",0,"8,790","1,753",272,17,0,"3,821","1,179",0,311,0,"5,600",1,0,5,158,158,70,510,438,88,"4,857",134,"6,026",,
31/08/2022,97087822464,Indue Ltd,602,0,71,0,730,0,1,1,0,0,0,0,0,0,2,,0,,,0,0,262,363,0,0,21,645,,
31/08/2022,57086866506,Industrial and Commercial Bank of China Limited,546,"2,963","1,723",0,"15,108",0,"9,433",993,0,0,0,0,0,0,"10,426",0,0,0,"1,689","8,373","1,935","2,746","1,642",372,18,0,"4,778",,
31/08/2022,24000893292,ING Bank (Australia) Limited,685,0,"7,326",0,"97,168","17,341","13,697",527,0,"46,791","8,680",91,271,0,"70,056","5,400",0,"13,272","1,406",544,"4,249","1,736","1,831",959,"44,929",36,"49,492",,
31/08/2022,32080178196,ING Bank N.V.,238,0,622,0,"13,811",0,0,0,0,0,0,0,0,0,0,"12,909",0,"1,396","2,212","2,213",15,0,0,0,0,0,0,,
31/08/2022,46156153829,Intesa Sanpaolo SPA,9,0,571,0,"2,046",0,"1,331",100,0,0,0,0,0,0,"1,431",0,0,0,27,27,0,50,0,0,0,0,50,,
31/08/2022,43074112011,"JPMorgan Chase Bank, National Association","16,196",0,"3,840",10,"34,535",0,"1,810","2,179",0,0,0,0,0,0,"3,989","1,959",10,"2,443",0,0,0,"2,966","10,950",0,0,1,"13,917",,
31/08/2022,11615995581,Judo Bank Pty Ltd,399,0,"2,692",0,"13,692","4,062","5,853",0,0,341,328,0,0,0,"6,522",0,0,0,0,456,211,478,717,255,"3,133",87,"4,671",,
31/08/2022,96164085563,KEB HANA Bank,63,0,96,0,894,0,726,0,0,6,1,0,0,0,733,0,0,0,514,514,0,187,29,0,0,0,216,,
31/08/2022,77087650217,Laboratories Credit Union Limited,73,0,0,0,252,0,2,0,0,133,39,0,4,0,178,,0,,,0,0,26,0,0,207,0,233,,
31/08/2022,25044678441,Lutheran Laypeople's League of Australia Limited,351,0,844,0,"1,453",0,249,0,0,0,0,0,0,0,249,0,0,0,0,0,0,509,38,0,617,134,"1,299",,
31/08/2022,83087650244,Macarthur Credit Union Ltd,52,0,89,0,366,0,3,0,0,157,49,0,9,0,218,,0,,,0,0,24,0,0,313,0,337,,
31/08/2022,46008583542,Macquarie Bank Limited,"37,415","1,095","11,991",0,"243,859","64,906","15,661","1,698",0,"54,928","41,367",429,"6,317",2,"120,401","4,617",0,"16,620",826,"36,399","30,613","36,267","38,509","1,199","42,519","1,770","120,263",,
31/08/2022,94087651983,Maitland Mutual Limited,94,0,125,0,"1,185",188,98,0,0,471,166,1,8,1,745,0,0,0,0,0,4,191,105,12,562,23,894,,
31/08/2022,27079372688,"Mega International Commercial Bank Co., Ltd.",73,"1,095",235,0,"4,316",0,"2,789",125,0,7,9,0,3,0,"2,933",0,0,0,472,597,0,164,2,0,12,0,178,,
31/08/2022,83087651054,Members Banking Group Limited,128,0,391,0,"3,348",633,3,0,0,"1,613",369,0,108,0,"2,093",0,0,4,115,115,210,53,42,0,"1,977",3,"2,076",,
31/08/2022,83099031106,"Mizuho Bank, Ltd.","2,458",0,"1,811",0,"24,717",0,"16,538","3,502",0,0,0,0,0,0,"20,040",0,0,0,"8,368","8,362","3,200","2,316",490,0,0,0,"2,805",,
31/08/2022,75103418882,"MUFG Bank, Ltd.",743,508,"2,531",133,"26,496",0,"14,910","7,164",4,0,0,0,0,0,"22,078",0,133,0,"5,915","5,685","1,629","11,469","1,647",247,0,0,"13,363",,
31/08/2022,89067729195,MyState Bank Limited,148,0,"1,000",0,"8,427","1,076",52,33,0,"4,938","1,133",0,61,0,"6,217",0,0,0,499,499,264,855,398,0,"4,652",0,"5,905",,
31/08/2022,12004044937,National Australia Bank Limited,"96,751","30,051","32,249",0,"924,916","161,793","203,436","28,519","1,846","194,240","108,003","7,095","13,967",687,"557,792","31,315",0,"6,654","29,629","69,426","109,957","161,853","92,386","25,840","180,180","9,755","470,013",,
31/08/2022,96087651992,Newcastle Permanent Building Society Limited,265,0,"1,747",0,"14,098","1,911",80,0,0,"6,929","2,284",25,554,0,"9,871",,0,,,40,837,684,420,3,"8,445",103,"9,654",,
31/08/2022,85649572449,NongHyup Bank,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
31/08/2022,36087650422,Northern Inland Credit Union Limited,78,0,64,0,435,0,7,0,0,209,56,1,11,0,284,,0,,,0,0,59,0,0,321,2,383,,
31/08/2022,34087650477,Orange Credit Union Limited,65,0,42,0,298,0,1,0,0,138,37,0,13,0,188,,0,,,0,0,6,2,4,249,6,267,,
31/08/2022,94073598035,Oversea-Chinese Banking Corporation Limited,132,0,"3,197",0,"13,896",0,"10,319",0,0,0,0,0,0,0,"10,319",0,0,0,"4,588","4,836","3,059",754,0,200,0,0,955,,
31/08/2022,93111195389,PayPal Australia Pty Limited,"1,585",0,0,0,"1,844",0,0,0,0,0,0,0,0,0,0,,0,,,0,0,608,16,2,179,42,847,,
31/08/2022,69087651876,Police & Nurses Limited,132,0,"1,140",0,"8,840","1,743",345,77,0,"4,260","1,202",36,47,1,"5,968",6,0,4,372,372,0,457,416,108,"4,681",135,"5,797",,
31/08/2022,95087650799,Police Bank Ltd,96,0,440,0,"2,450",250,1,0,0,"1,458",351,14,68,0,"1,891",0,0,0,90,90,103,89,25,0,"1,885",13,"2,012",,
31/08/2022,30087651205,Police Credit Union Limited,63,0,146,0,"1,204",0,107,0,0,556,232,4,81,0,979,,0,,,2,48,61,3,6,959,6,"1,035",,
31/08/2022,33087651661,Police Financial Services Limited,88,0,780,0,"2,889",580,0,3,0,"1,669",311,13,21,0,"2,017",0,0,0,0,0,86,35,162,10,"2,329",27,"2,563",,
31/08/2022,79087651036,QPCU Limited,43,0,114,0,"1,177",190,0,0,0,591,162,7,41,0,800,0,0,0,103,103,64,94,16,2,609,0,720,,
31/08/2022,53087650557,Qudos Mutual Ltd,186,0,"1,036",0,"6,039","1,346",0,0,0,"2,303","1,112",18,10,0,"3,441",0,0,0,5,5,0,246,334,0,"4,015",15,"4,609",,
31/08/2022,77087651027,Queensland Country Bank Limited,166,0,319,0,"3,279",437,65,0,0,"1,611",391,12,139,0,"2,218",0,0,0,29,0,46,375,137,33,"1,947",77,"2,568",,
31/08/2022,50001621129,Rabobank Australia Limited,"1,131",651,"1,333",0,"20,664",0,"17,176",40,0,64,158,0,1,0,"17,439",0,0,"5,130",0,0,0,"3,165","3,273",138,"5,174",90,"11,840",,
31/08/2022,91087651090,Railways Credit Union Limited,27,0,124,0,692,0,1,0,0,390,117,0,26,0,534,,0,,,0,25,8,14,0,563,5,591,,
31/08/2022,21087650360,Regional Australia Bank Ltd,383,0,392,0,"3,197",578,213,0,0,"1,690",403,9,52,0,"2,366",0,0,0,0,0,0,615,57,4,"2,038",22,"2,737",,
31/08/2022,86076940880,Royal Bank of Canada,302,791,"1,496",0,"14,078",0,"2,694","1,791",0,0,0,0,0,0,"4,485",11,0,0,"1,322","1,322","5,393",50,"4,187",0,0,0,"4,237",,
31/08/2022,95607620440,"Shinhan Bank Co., Ltd",60,0,75,0,667,0,482,29,0,0,0,0,0,0,512,0,0,0,280,80,200,45,0,0,0,0,45,,
31/08/2022,71092516286,Societe Generale,2,0,445,0,"3,999",0,"3,207",129,340,0,0,0,0,0,"3,675",0,0,0,0,0,"1,100",0,0,0,0,0,0,,
31/08/2022,80087650673,South West Slopes Credit Union Ltd,29,0,83,0,258,0,3,0,0,107,16,1,17,0,144,,0,,,0,3,18,0,0,203,9,230,,
31/08/2022,82087650682,Southern Cross Credit Union Ltd,27,0,103,0,849,62,43,0,0,487,164,0,17,0,711,,0,,,0,25,87,91,0,543,27,748,,
31/08/2022,35845772731,Standard Chartered Bank,303,0,0,0,"1,801",0,940,531,0,0,0,0,0,0,"1,471",0,0,0,0,0,0,206,36,0,0,0,243,,
31/08/2022,95082610008,State Bank of India,69,0,83,0,"1,556",0,"1,229",248,0,0,0,0,0,0,"1,476",0,0,0,0,130,470,108,9,0,3,0,120,,
31/08/2022,70062819630,State Street Bank and Trust Company,"2,616",0,"3,148",0,"6,893",0,0,26,0,0,0,0,0,0,26,0,0,546,0,0,0,0,"7,175",0,0,0,"7,175",,
31/08/2022,98114053459,Sumitomo Mitsui Banking Corporation,"1,657",0,"3,295",0,"32,448",0,"20,171","6,300",0,0,0,0,0,0,"26,471",282,0,0,"9,023","9,704","4,951","8,149","2,544",0,0,0,"10,692",,
31/08/2022,23087650806,Summerland Financial Services Limited,76,0,185,0,"1,025",0,37,0,0,502,180,2,21,0,742,,0,,,0,2,151,22,2,741,22,937,,
31/08/2022,66010831722,Suncorp-Metway Limited,"3,322","2,076","5,597",0,"88,536","13,312","12,412",93,0,"34,645","13,664",0,"2,004",3,"62,820",593,0,640,"5,409","7,841","6,823","8,439","4,295","3,554","32,296",243,"48,828",,
31/08/2022,30165085638,"Taishin International Bank Co., Ltd",1,0,275,0,"1,056",0,704,159,0,0,0,0,0,0,863,0,0,0,56,56,0,121,0,0,1,0,122,,
31/08/2022,36078577250,"Taiwan Business Bank, Ltd",102,0,247,0,"2,048",0,"1,600",81,0,2,18,0,18,0,"1,718",0,0,0,201,211,0,18,0,0,7,0,25,,
31/08/2022,96139482634,"Taiwan Cooperative Bank, Ltd",35,0,347,0,"1,205",0,813,95,0,0,0,0,0,0,907,0,0,0,169,262,37,182,0,0,2,0,184,,
31/08/2022,30087650459,Teachers Mutual Bank Limited,292,0,"1,281",0,"10,429","1,999",2,0,0,"6,830","1,678",50,145,0,"8,705",0,0,0,486,486,219,102,335,27,"8,104",28,"8,597",,
31/08/2022,84084066419,The Bank of New York Mellon,21,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,,
31/08/2022,34133513827,The Bank of Nova Scotia,1,0,"1,374",0,"7,208",0,"5,417",61,0,0,0,0,0,0,"5,478",0,0,0,"4,531","4,531","3,000",118,0,0,0,0,118,,
31/08/2022,54087650940,The Capricornian Ltd,26,0,92,0,413,0,16,0,0,224,40,0,10,0,290,,0,,,0,10,40,2,3,322,5,372,,
31/08/2022,65117925970,The Hongkong and Shanghai Banking Corporation Limited,976,0,"2,939",1,"25,855",0,"10,366",378,9,0,0,0,0,0,"10,754","4,526",1,0,"1,117","1,117","2,500",113,153,0,0,0,266,,
31/08/2022,62126279918,The Northern Trust Company,866,0,"3,166",0,"3,406",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"10,057","1,801",0,42,"11,900",,
31/08/2022,49103575042,Tyro Payments Limited,52,0,72,0,405,0,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,81,0,0,0,1,82,,
31/08/2022,47088129613,UBS AG,"1,407",-784,14,0,"14,039",0,89,"6,131",0,0,0,0,0,0,"6,219","2,090",0,"1,986",0,0,"5,969",0,"3,146",61,0,0,"3,207",,
31/08/2022,17135448047,Union Bank of India,87,0,87,0,561,0,67,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,14,0,0,0,14,,
31/08/2022,56060785284,United Overseas Bank Limited,37,0,"7,117",0,"17,602",0,"9,382",788,0,0,0,0,0,0,"10,170",192,0,1,"7,381","7,531","3,601",320,915,0,0,0,"1,235",,
31/08/2022,11087650315,Unity Bank Limited,152,0,330,0,"1,994",272,125,8,1,756,196,5,44,1,"1,136",0,0,0,0,4,187,124,205,5,892,71,"1,297",,
31/08/2022,44087651769,Victoria Teachers Limited,101,0,708,0,"4,090",723,4,3,0,"1,930",491,14,28,0,"2,471",7,0,0,0,0,0,114,104,3,"2,754",36,"3,010",,
31/08/2022,98087651116,Warwick Credit Union Ltd,81,0,0,0,405,0,43,1,0,219,49,0,6,2,319,,0,,,0,0,49,11,4,279,30,372,,
31/08/2022,48087651787,WAW Credit Union Co-Operative Limited,24,0,124,0,671,0,33,3,0,388,85,0,3,0,512,,0,,,0,0,63,27,19,486,31,626,,
31/08/2022,33007457141,Westpac Banking Corporation,"83,569","4,367","71,255",0,"1,009,084","167,797","143,487","32,491",566,"282,032","154,119","6,015","18,176",221,"637,107","42,170",0,"12,724","34,058","57,315","123,352","148,345","80,372","27,665","263,498","2,574","522,455",,
31/08/2022,38616463855,Wise Australia Pty Ltd,380,0,42,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,265,3,381,,
31/08/2022,94150148299,Woori Bank,92,0,32,0,745,0,614,12,0,0,0,0,0,1,626,0,0,0,355,20,498,98,1,0,0,3,102,,
31/07/2022,48848300367,Agricultural Bank of China Limited,55,0,"3,951",0,"5,717",0,"1,874",718,0,0,0,0,0,0,"2,592",0,0,0,"1,239","3,413","1,100",982,0,0,0,0,982,,
31/07/2022,15081596009,AMP Bank Limited,421,0,"3,978",0,"31,996","7,969",604,676,0,"14,698","6,295",0,479,0,"22,752",0,0,"6,516",397,397,225,"2,715","1,879",140,"8,684",77,"13,495",,
31/07/2022,37002950745,Arab Bank Australia Limited,79,0,240,0,"1,288",123,279,0,0,269,223,0,47,4,822,0,0,0,3,3,0,295,234,3,367,5,903,,
31/07/2022,11005357522,Australia and New Zealand Banking Group Limited,"74,471","24,004","39,656",83,"687,716","89,000","127,931","14,335",704,"173,188","89,408","4,940","11,164","1,434","423,104","18,454",86,"1,048","35,089","68,325","59,833","134,534","57,801","5,120","158,424","5,047","360,926",,
31/07/2022,11087651125,Australian Central Credit Union Ltd,161,0,"1,211",0,"12,173","3,137",29,0,0,"6,750","1,720",35,335,0,"8,868",,0,,,182,463,473,150,1,"6,881",15,"7,520",,
31/07/2022,48087649741,Australian Military Bank Ltd,62,0,210,0,"1,971",354,0,0,0,"1,054",223,11,51,0,"1,338",0,0,0,163,162,75,57,272,39,785,106,"1,259",,
31/07/2022,93087650726,Australian Mutual Bank Ltd,124,0,379,0,"2,281",501,23,0,0,894,288,8,34,1,"1,247",0,0,0,0,0,24,66,36,0,"1,413",35,"1,550",,
31/07/2022,14087822491,Australian Settlements Limited,367,0,124,0,502,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,1,477,0,0,0,479,,
31/07/2022,30087652079,Australian Unity Bank Limited,64,0,177,0,"1,584",225,35,56,0,733,292,4,6,0,"1,127",0,0,16,0,0,0,52,156,183,813,32,"1,236",,
31/07/2022,40087652060,Auswide Bank Ltd,195,0,333,0,"5,413","1,233",122,0,0,"2,809",799,1,25,0,"3,755",1,0,0,396,396,242,723,200,145,"1,931",37,"3,035",,
31/07/2022,32087652088,B&E Ltd,92,0,140,0,"1,876",237,33,0,0,881,202,3,16,0,"1,134",237,0,0,111,111,5,60,75,11,949,25,"1,119",,
31/07/2022,21087651607,Bank Australia Limited,220,486,"1,373",0,"11,346","1,638",244,23,0,"5,653","1,264",19,168,61,"7,433",0,0,16,358,358,301,524,110,4,"6,523",245,"7,406",,
31/07/2022,51064874531,"Bank of America, National Association","1,101",19,"3,103",0,"22,566",0,"3,849","12,221",0,0,0,0,0,0,"16,069",0,0,"1,395",0,0,0,"2,798","1,544",0,0,2,"4,345",,
31/07/2022,48125314249,Bank of Baroda,180,0,0,0,765,0,585,0,0,0,0,0,0,0,585,0,0,0,0,0,0,10,63,0,5,0,78,,
31/07/2022,28110077622,Bank of China (Australia) Limited,361,171,570,0,"6,193",365,25,1,0,"3,612","1,384",1,1,0,"5,025",13,0,0,398,36,400,16,12,0,"3,238",0,"3,266",,
31/07/2022,29002979955,Bank of China Limited,"1,941",959,"3,129",0,"26,208",0,"17,095","1,676",8,0,0,0,0,0,"18,779","1,342",0,2,"3,616","4,537","3,417","10,221","3,565",187,0,0,"13,972",,
31/07/2022,74137909963,"Bank of Communications Co., Ltd.",113,0,"6,165",0,"8,089",0,"3,667","1,027",0,0,0,0,0,0,"4,694",0,0,0,280,"2,625","4,135",144,1,0,0,0,145,,
31/07/2022,32009656740,Bank of Queensland Limited,"2,873",450,"11,279",0,"114,822","23,326","12,337","1,476",0,"41,277","19,173",181,570,19,"75,032","9,212",0,166,"5,480","5,955","8,162","14,773","14,425","3,961","31,242","1,145","65,545",,
31/07/2022,44093488629,Bank of Sydney Ltd,76,0,453,0,"3,330",697,685,22,0,819,408,1,18,55,"2,007",0,0,0,0,0,0,594,205,36,"1,086",59,"1,979",,
31/07/2022,71608940718,Bank of Taiwan,2,0,226,0,552,0,254,68,0,0,0,0,0,0,322,0,0,0,0,59,0,18,0,0,0,0,18,,
31/07/2022,95644502170,Barclays Bank PLC,1,0,0,0,560,0,27,531,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,,
31/07/2022,11068049178,Bendigo and Adelaide Bank Limited,"4,207",32,"9,715",0,"109,933","16,292","14,364","1,901",46,"41,221","16,172",285,"1,806",16,"75,813","3,075",0,68,"6,271","6,266","4,507","18,494","6,718","2,282","41,023",224,"68,741",,
31/07/2022,15087651143,Beyond Bank Australia Limited,243,0,"1,104",0,"9,916","2,198",228,45,0,"4,850","1,143",16,544,3,"6,828",0,0,0,60,554,456,705,165,9,"5,399",253,"6,530",,
